theme_set_id,theme_synonym_id,pattern,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,n_in_min
10_18_23,871917,810537264025144001,0,0,1,0,9,9,5,12,2,5,0,1,4,1,-5,1,0,4,4,0,4,1,5,1,1,2,19
10_18_24,1289628,280517346637423501,0,0,2,0,6,9,4,12,1,5,1,3,2,1,-5,0,3,3,3,0,6,1,4,3,2,1,5
10_18_25,6387182,153670284044555721,2,2,1,0,5,7,3,3,2,5,1,2,3,2,-5,0,1,2,1,1,3,4,1,2,3,2,4
10_18_26,626692,584172630034252056,0,0,1,0,7,7,4,12,2,5,0,1,2,1,-5,1,0,3,3,0,6,4,4,1,1,3,2
10_19_20,4798679,537814062004121711,1,1,1,0,5,9,6,6,2,5,1,1,3,2,-5,0,3,1,3,1,4,1,5,1,1,2,2
10_19_21,1594767,820367514055551121,0,0,3,0,5,10,4,10,2,6,0,3,4,1,-6,0,0,0,2,0,7,1,4,2,2,0,12
10_19_22,817095,580172436035253051,0,0,1,0,8,9,5,12,2,5,0,1,3,1,-5,1,0,4,4,0,4,3,5,1,1,2,1
10_19_23,871917,810537264025144001,0,0,1,0,9,9,5,12,2,5,0,1,4,1,-5,1,0,4,4,0,4,1,5,1,1,2,19
10_19_24,1289628,280517346637423501,0,0,2,0,6,9,4,12,1,5,1,3,2,1,-5,0,3,3,3,0,6,1,4,3,2,1,5
10_19_25,235899,253670814644775121,0,0,1,0,5,7,3,9,2,5,1,2,3,1,-5,0,3,2,3,0,6,4,2,2,3,2,1
10_19_26,250827,387512604504123144,0,0,1,0,5,7,4,12,2,5,0,1,4,1,-5,0,0,0,3,0,3,4,4,1,1,3,8
10_20_21,4773438,150364287035552721,1,1,1,0,5,10,4,5,2,6,0,3,4,2,-6,0,0,1,1,1,7,2,3,2,2,0,2
10_20_22,6676165,240786351235430426,3,2,1,0,6,8,4,0,3,5,0,2,2,2,-5,0,0,1,0,3,4,3,2,2,1,2,5
10_20_23,2466192,154376280030570726,1,0,1,0,5,8,5,12,1,6,0,2,4,1,-6,1,0,0,1,1,4,2,5,2,1,1,8
10_20_24,6386570,253684071204254777,2,2,1,0,5,5,3,0,2,5,0,3,2,2,-5,0,0,1,0,2,6,1,2,3,0,3,5
10_20_25,6387182,153670284044555721,2,2,1,0,5,7,3,3,2,5,1,2,3,2,-5,0,1,2,1,1,3,4,1,2,3,2,4
10_20_26,6386570,253684071204254777,2,2,1,0,5,5,3,0,2,5,0,3,2,2,-5,0,0,1,0,2,6,1,2,3,0,3,5
10_21_22,1584791,581620347025514541,0,0,3,0,4,8,2,0,4,5,0,3,3,4,-5,0,0,0,0,0,9,4,1,3,2,2,13
10_21_23,1594767,820367514055551121,0,0,3,0,5,10,4,10,2,6,0,3,4,1,-6,0,0,0,2,0,7,1,4,2,2,0,12
10_21_24,1584791,581620347025514541,0,0,3,0,4,8,2,0,4,5,0,3,3,4,-5,0,0,0,0,0,9,4,1,3,2,2,13
10_21_25,1621942,520367814455551124,0,0,3,0,5,7,2,5,2,5,1,3,2,1,-5,1,1,0,1,0,8,1,1,3,3,2,2
10_21_26,194319,087261453404055414,0,0,1,0,5,6,2,4,4,5,0,2,2,4,-5,1,0,0,1,0,8,5,2,2,2,3,4
10_22_23,314729,280376514637550121,0,0,1,0,5,8,5,16,1,6,0,2,4,1,-6,0,0,2,3,0,5,2,5,2,1,1,19
10_22_24,6234290,503671284004557724,2,1,1,0,3,3,2,0,4,5,1,4,2,2,-5,0,0,1,0,0,7,4,1,4,2,2,5
10_22_25,57998,156370284046574724,0,0,1,0,4,5,2,8,2,5,1,2,2,1,-5,1,2,0,1,0,7,5,2,2,3,3,1
10_22_26,907402,568321740442505545,0,0,2,0,3,5,1,3,4,4,1,2,4,3,-4,2,1,0,1,0,8,6,1,2,3,4,29
10_23_24,314729,280376514637550121,0,0,1,0,5,8,5,16,1,6,0,2,4,1,-6,0,0,2,3,0,5,2,5,2,1,1,19
10_23_25,1594767,820367514055551121,0,0,3,0,5,10,4,10,2,6,0,3,4,1,-6,0,0,0,2,0,7,1,4,2,2,0,12
10_23_26,314729,280376514637550121,0,0,1,0,5,8,5,16,1,6,0,2,4,1,-6,0,0,2,3,0,5,2,5,2,1,1,19
10_24_25,4678839,027361584052554424,1,0,4,0,4,4,1,0,4,4,2,5,1,1,-4,0,0,0,0,0,8,4,1,5,3,2,2
10_24_26,6386570,253684071204254777,2,2,1,0,5,5,3,0,2,5,0,3,2,2,-5,0,0,1,0,2,6,1,2,3,0,3,5
10_25_26,907402,568321740442505545,0,0,2,0,3,5,1,3,4,4,1,2,4,3,-4,2,1,0,1,0,8,6,1,2,3,4,29
11_12_13,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
11_12_14,4683024,302581647004425532,1,0,4,0,4,6,3,2,4,3,3,5,1,3,-3,1,2,0,1,0,7,3,1,4,3,1,12
11_12_15,4724821,530162487400257451,1,0,4,0,7,4,3,4,2,2,3,5,1,1,-2,4,2,1,1,0,7,1,1,4,2,2,4
11_12_16,4748866,356024871046041514,1,0,5,0,5,5,3,3,3,3,3,6,2,1,-3,3,2,0,1,0,7,2,1,3,2,1,5
11_12_17,4685778,531026874402040510,1,0,4,0,4,6,5,9,1,3,3,5,1,0,-3,0,6,0,3,0,5,1,4,2,1,1,23
11_12_18,6209677,307526814004442551,2,0,4,0,5,3,4,4,2,3,3,5,1,1,-3,1,4,3,2,0,5,1,2,3,1,2,10
11_12_19,4685778,531026874402040510,1,0,4,0,4,6,5,9,1,3,3,5,1,0,-3,0,6,0,3,0,5,1,4,2,1,1,23
11_12_20,6377436,356021874044047521,2,1,5,0,6,5,3,0,3,3,3,6,1,2,-3,0,0,1,0,1,7,2,1,3,2,1,12
11_12_21,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
11_12_22,4675403,302581647004424542,1,0,4,0,3,4,2,0,4,3,3,5,3,1,-3,0,0,0,0,0,8,4,1,5,3,2,47
11_12_23,4685778,531026874402040510,1,0,4,0,4,6,5,9,1,3,3,5,1,0,-3,0,6,0,3,0,5,1,4,2,1,1,23
11_12_24,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
11_12_25,4675403,302581647004424542,1,0,4,0,3,4,2,0,4,3,3,5,3,1,-3,0,0,0,0,0,8,4,1,5,3,2,47
11_12_26,6202412,036257184004744455,2,0,4,0,3,1,2,0,3,3,3,5,2,1,-3,0,0,0,0,1,7,4,1,5,2,3,10
11_13_14,2027829,056382714044021541,1,0,1,0,4,5,3,0,5,3,3,3,2,4,-3,0,4,0,2,0,6,4,1,3,3,3,9
11_13_15,4675403,302581647004424542,1,0,4,0,3,4,2,0,4,3,3,5,3,1,-3,0,0,0,0,0,8,4,1,5,3,2,47
11_13_16,1890680,120538467045144201,0,0,4,0,9,9,5,18,0,5,0,4,4,0,-5,6,0,0,1,0,6,0,5,0,0,0,15
11_13_17,4338809,302581764004424512,1,0,3,0,3,4,4,3,3,3,3,4,3,1,-3,0,6,0,3,0,5,3,2,4,2,2,2
11_13_18,3857604,352180467045210017,1,0,2,0,6,5,5,4,2,3,3,3,2,1,-3,0,8,4,4,0,4,2,4,3,2,2,32
11_13_19,3857604,352180467045210017,1,0,2,0,6,5,5,4,2,3,3,3,2,1,-3,0,8,4,4,0,4,2,4,3,2,2,32
11_13_20,5017254,853617042144216450,2,0,1,0,3,6,3,3,2,4,1,1,4,1,-4,1,1,0,1,2,3,3,2,1,2,4,6
11_13_21,1828425,532601847444544242,0,0,4,0,3,6,1,0,3,4,1,4,4,1,-4,0,0,0,0,0,9,4,1,4,3,2,19
11_13_22,5002626,036584712004424572,2,0,1,0,3,3,2,0,5,3,3,3,3,2,-3,0,0,1,0,0,7,6,1,3,3,4,10
11_13_23,177780,382510746033126101,0,0,1,0,5,11,6,9,2,5,1,2,4,1,-5,0,3,3,3,0,6,2,5,2,1,1,36
11_13_24,4675403,302581647004424542,1,0,4,0,3,4,2,0,4,3,3,5,3,1,-3,0,0,0,0,0,8,4,1,5,3,2,47
11_13_25,4675403,302581647004424542,1,0,4,0,3,4,2,0,4,3,3,5,3,1,-3,0,0,0,0,0,8,4,1,5,3,2,47
11_13_26,5002626,036584712004424572,2,0,1,0,3,3,2,0,5,3,3,3,3,2,-3,0,0,1,0,0,7,6,1,3,3,4,10
11_14_15,2915331,350178462040251052,1,0,1,0,7,6,4,0,4,2,3,2,1,3,-2,0,6,3,3,0,3,5,3,2,3,3,47
11_14_16,2004525,036582714004421544,1,0,1,0,4,3,2,1,5,3,3,3,1,4,-3,1,2,0,1,0,7,6,1,3,3,4,86
11_14_17,2915331,350178462040251052,1,0,1,0,7,6,4,0,4,2,3,2,1,3,-2,0,6,3,3,0,3,5,3,2,3,3,47
11_14_18,2915331,350178462040251052,1,0,1,0,7,6,4,0,4,2,3,2,1,3,-2,0,6,3,3,0,3,5,3,2,3,3,47
11_14_19,2915331,350178462040251052,1,0,1,0,7,6,4,0,4,2,3,2,1,3,-2,0,6,3,3,0,3,5,3,2,3,3,47
11_14_20,6678443,308572461002271075,3,2,1,0,7,6,4,0,5,3,2,3,1,4,-3,0,0,1,0,2,4,4,3,3,2,2,25
11_14_21,2004525,036582714004421544,1,0,1,0,4,3,2,1,5,3,3,3,1,4,-3,1,2,0,1,0,7,6,1,3,3,4,86
11_14_22,2004525,036582714004421544,1,0,1,0,4,3,2,1,5,3,3,3,1,4,-3,1,2,0,1,0,7,6,1,3,3,4,86
11_14_23,2915331,350178462040251052,1,0,1,0,7,6,4,0,4,2,3,2,1,3,-2,0,6,3,3,0,3,5,3,2,3,3,47
11_14_24,4691501,308521647002444541,1,0,4,0,5,4,2,0,4,3,3,5,1,3,-3,0,0,0,0,0,8,3,1,5,3,2,5
11_14_25,2004525,036582714004421544,1,0,1,0,4,3,2,1,5,3,3,3,1,4,-3,1,2,0,1,0,7,6,1,3,3,4,86
11_14_26,2004525,036582714004421544,1,0,1,0,4,3,2,1,5,3,3,3,1,4,-3,1,2,0,1,0,7,6,1,3,3,4,86
11_15_16,4287265,082647351027741030,1,0,2,0,9,6,4,4,3,1,2,4,1,2,-1,4,1,1,1,0,7,3,3,3,2,1,2
11_15_17,4032993,350172468040257170,1,0,2,0,7,5,4,3,3,1,3,3,1,2,-1,1,6,2,3,0,3,4,3,3,3,2,11
11_15_18,2606977,037586241004422400,1,0,1,0,6,5,5,4,2,2,3,3,1,1,-2,0,8,4,4,0,4,2,3,3,2,2,1
11_15_19,4032993,350172468040257170,1,0,2,0,7,5,4,3,3,1,3,3,1,2,-1,1,6,2,3,0,3,4,3,3,3,2,11
11_15_20,6689795,381742560021536460,3,2,2,0,7,5,4,1,3,1,3,3,1,2,-1,1,2,1,1,2,2,3,1,3,3,2,8
11_15_21,4019616,035268174004451375,1,0,2,0,7,3,3,4,3,1,3,3,1,2,-1,2,4,2,2,0,6,5,1,3,3,3,3
11_15_22,6689362,350872461040257450,3,2,2,0,7,3,3,0,3,1,3,3,1,2,-1,0,0,2,0,1,5,5,1,3,3,3,17
11_15_23,4288069,028764351041532030,1,0,2,0,9,6,6,8,2,1,2,3,1,1,-1,2,4,4,4,0,2,1,5,2,1,1,68
11_15_24,6692950,035268174004451571,3,2,3,0,7,4,3,0,4,2,3,4,1,3,-2,0,0,2,0,0,6,4,1,4,3,2,32
11_15_25,6689362,350872461040257450,3,2,2,0,7,3,3,0,3,1,3,3,1,2,-1,0,0,2,0,1,5,5,1,3,3,3,17
11_15_26,6677368,350871462040251453,3,2,1,0,7,4,3,0,4,2,3,2,1,2,-2,0,0,2,0,0,6,6,1,2,3,4,15
11_16_17,4566591,053281476040451050,1,0,3,0,7,4,5,8,1,2,3,4,1,0,-2,2,8,0,4,0,4,1,3,3,1,2,9
11_16_18,3857604,352180467045210017,1,0,2,0,6,5,5,4,2,3,3,3,2,1,-3,0,8,4,4,0,4,2,4,3,2,2,32
11_16_19,4566591,053281476040451050,1,0,3,0,7,4,5,8,1,2,3,4,1,0,-2,2,8,0,4,0,4,1,3,3,1,2,9
11_16_20,6689795,381742560021536460,3,2,2,0,7,5,4,1,3,1,3,3,1,2,-1,1,2,1,1,2,2,3,1,3,3,2,8
11_16_21,1779075,520386147445046241,0,0,3,0,8,6,3,5,1,3,2,4,2,1,-3,5,2,1,1,0,8,1,2,4,2,2,1
11_16_22,2004525,036582714004421544,1,0,1,0,4,3,2,1,5,3,3,3,1,4,-3,1,2,0,1,0,7,6,1,3,3,4,86
11_16_23,4745236,315846027021501051,1,0,4,0,9,7,6,12,1,2,2,5,1,0,-2,4,3,0,3,0,2,0,5,0,0,0,17
11_16_24,4674532,357208164044704455,1,0,4,0,3,1,2,3,3,3,3,5,2,1,-3,2,2,0,1,0,7,2,1,5,2,3,2
11_16_25,4360626,356024178044044210,1,0,3,0,4,5,3,3,3,2,3,4,2,2,-2,3,2,0,1,0,7,4,1,4,3,2,1
11_16_26,5156854,057314862044025511,2,0,1,0,5,3,4,4,2,3,3,3,1,1,-3,2,4,1,1,1,2,4,3,3,1,4,3
11_17_18,3857604,352180467045210017,1,0,2,0,6,5,5,4,2,3,3,3,2,1,-3,0,8,4,4,0,4,2,4,3,2,2,32
11_17_19,3857604,352180467045210017,1,0,2,0,6,5,5,4,2,3,3,3,2,1,-3,0,8,4,4,0,4,2,4,3,2,2,32
11_17_20,5067166,058316742044020510,2,0,1,0,4,5,5,3,2,3,3,3,1,1,-3,0,6,0,3,1,2,1,4,3,1,3,4
11_17_21,3857604,352180467045210017,1,0,2,0,6,5,5,4,2,3,3,3,2,1,-3,0,8,4,4,0,4,2,4,3,2,2,32
11_17_22,2915331,350178462040251052,1,0,1,0,7,6,4,0,4,2,3,2,1,3,-2,0,6,3,3,0,3,5,3,2,3,3,47
11_17_23,3857604,352180467045210017,1,0,2,0,6,5,5,4,2,3,3,3,2,1,-3,0,8,4,4,0,4,2,4,3,2,2,32
11_17_24,4409819,308526741004442550,1,0,3,0,5,2,4,9,1,2,3,4,1,0,-2,0,6,0,3,0,4,3,2,4,1,3,16
11_17_25,2915331,350178462040251052,1,0,1,0,7,6,4,0,4,2,3,2,1,3,-2,0,6,3,3,0,3,5,3,2,3,3,47
11_17_26,2009507,057312864044023504,1,0,1,0,4,3,4,6,2,3,3,3,1,1,-3,0,6,0,3,0,2,4,3,3,1,4,12
11_18_19,3857604,352180467045210017,1,0,2,0,6,5,5,4,2,3,3,3,2,1,-3,0,8,4,4,0,4,2,4,3,2,2,32
11_18_20,3857604,352180467045210017,1,0,2,0,6,5,5,4,2,3,3,3,2,1,-3,0,8,4,4,0,4,2,4,3,2,2,32
11_18_21,3857604,352180467045210017,1,0,2,0,6,5,5,4,2,3,3,3,2,1,-3,0,8,4,4,0,4,2,4,3,2,2,32
11_18_22,2915331,350178462040251052,1,0,1,0,7,6,4,0,4,2,3,2,1,3,-2,0,6,3,3,0,3,5,3,2,3,3,47
11_18_23,4288069,028764351041532030,1,0,2,0,9,6,6,8,2,1,2,3,1,1,-1,2,4,4,4,0,2,1,5,2,1,1,68
11_18_24,4499210,053871264040551471,1,0,3,0,6,4,4,6,2,2,3,4,1,1,-2,1,6,3,3,0,3,3,3,4,2,2,1
11_18_25,2915331,350178462040251052,1,0,1,0,7,6,4,0,4,2,3,2,1,3,-2,0,6,3,3,0,3,5,3,2,3,3,47
11_18_26,6677368,350871462040251453,3,2,1,0,7,4,3,0,4,2,3,2,1,2,-2,0,0,2,0,0,6,6,1,2,3,4,15
11_19_20,5067166,058316742044020510,2,0,1,0,4,5,5,3,2,3,3,3,1,1,-3,0,6,0,3,1,2,1,4,3,1,3,4
11_19_21,3857604,352180467045210017,1,0,2,0,6,5,5,4,2,3,3,3,2,1,-3,0,8,4,4,0,4,2,4,3,2,2,32
11_19_22,2915331,350178462040251052,1,0,1,0,7,6,4,0,4,2,3,2,1,3,-2,0,6,3,3,0,3,5,3,2,3,3,47
11_19_23,3857604,352180467045210017,1,0,2,0,6,5,5,4,2,3,3,3,2,1,-3,0,8,4,4,0,4,2,4,3,2,2,32
11_19_24,4409819,308526741004442550,1,0,3,0,5,2,4,9,1,2,3,4,1,0,-2,0,6,0,3,0,4,3,2,4,1,3,16
11_19_25,2915331,350178462040251052,1,0,1,0,7,6,4,0,4,2,3,2,1,3,-2,0,6,3,3,0,3,5,3,2,3,3,47
11_19_26,2009507,057312864044023504,1,0,1,0,4,3,4,6,2,3,3,3,1,1,-3,0,6,0,3,0,2,4,3,3,1,4,12
11_20_21,6592826,038257461004746076,3,0,2,0,4,3,3,0,3,3,3,5,1,1,-3,0,0,0,0,2,6,3,1,4,2,2,2
11_20_22,6562126,082741563022540440,3,0,1,0,7,4,3,0,4,2,3,2,1,3,-2,0,0,1,0,1,6,6,2,2,3,4,1
11_20_23,6537665,312054867032021232,3,0,1,0,5,9,6,2,3,4,2,3,1,1,-4,0,1,0,1,2,1,1,5,2,1,1,2
11_20_24,6202412,036257184004744455,2,0,4,0,3,1,2,0,3,3,3,5,2,1,-3,0,0,0,0,1,7,4,1,5,2,3,10
11_20_25,6689795,381742560021536460,3,2,2,0,7,5,4,1,3,1,3,3,1,2,-1,1,2,1,1,2,2,3,1,3,3,2,8
11_20_26,5156854,057314862044025511,2,0,1,0,5,3,4,4,2,3,3,3,1,1,-3,2,4,1,1,1,2,4,3,3,1,4,3
11_21_22,2004525,036582714004421544,1,0,1,0,4,3,2,1,5,3,3,3,1,4,-3,1,2,0,1,0,7,6,1,3,3,4,86
11_21_23,4685778,531026874402040510,1,0,4,0,4,6,5,9,1,3,3,5,1,0,-3,0,6,0,3,0,5,1,4,2,1,1,23
11_21_24,4675403,302581647004424542,1,0,4,0,3,4,2,0,4,3,3,5,3,1,-3,0,0,0,0,0,8,4,1,5,3,2,47
11_21_25,4675403,302581647004424542,1,0,4,0,3,4,2,0,4,3,3,5,3,1,-3,0,0,0,0,0,8,4,1,5,3,2,47
11_21_26,2004525,036582714004421544,1,0,1,0,4,3,2,1,5,3,3,3,1,4,-3,1,2,0,1,0,7,6,1,3,3,4,86
11_22_23,6520260,031584726002421531,3,0,1,0,5,6,5,0,3,3,3,2,2,1,-3,0,4,1,2,0,4,4,4,2,2,3,8
11_22_24,4675403,302581647004424542,1,0,4,0,3,4,2,0,4,3,3,5,3,1,-3,0,0,0,0,0,8,4,1,5,3,2,47
11_22_25,2004525,036582714004421544,1,0,1,0,4,3,2,1,5,3,3,3,1,4,-3,1,2,0,1,0,7,6,1,3,3,4,86
11_22_26,2004525,036582714004421544,1,0,1,0,4,3,2,1,5,3,3,3,1,4,-3,1,2,0,1,0,7,6,1,3,3,4,86
11_23_24,3714893,314056827032044141,1,0,2,0,5,7,4,4,3,4,3,4,3,1,-4,2,4,1,2,0,5,2,3,4,3,1,8
11_23_25,2915331,350178462040251052,1,0,1,0,7,6,4,0,4,2,3,2,1,3,-2,0,6,3,3,0,3,5,3,2,3,3,47
11_23_26,2009507,057312864044023504,1,0,1,0,4,3,4,6,2,3,3,3,1,1,-3,0,6,0,3,0,2,4,3,3,1,4,12
11_24_25,4675403,302581647004424542,1,0,4,0,3,4,2,0,4,3,3,5,3,1,-3,0,0,0,0,0,8,4,1,5,3,2,47
11_24_26,6202412,036257184004744455,2,0,4,0,3,1,2,0,3,3,3,5,2,1,-3,0,0,0,0,1,7,4,1,5,2,3,10
11_25_26,2004525,036582714004421544,1,0,1,0,4,3,2,1,5,3,3,3,1,4,-3,1,2,0,1,0,7,6,1,3,3,4,86
12_13_14,4676500,085374612042514552,1,0,4,0,3,5,2,0,4,4,1,5,4,3,-4,0,0,0,0,0,8,2,1,3,1,2,4
12_13_15,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
12_13_16,4747182,082371564044526200,1,0,5,0,3,6,4,10,2,4,1,6,4,1,-4,2,0,1,1,0,6,0,4,0,0,0,1
12_13_17,4747140,082371564044514232,1,0,5,0,3,6,4,10,2,4,1,6,4,1,-4,0,0,0,2,0,6,0,4,0,0,0,25
12_13_18,4747149,082341567044535202,1,0,5,0,3,6,4,10,2,4,1,6,4,1,-4,0,0,2,2,0,4,0,4,0,0,0,1
12_13_19,4747140,082371564044514232,1,0,5,0,3,6,4,10,2,4,1,6,4,1,-4,0,0,0,2,0,6,0,4,0,0,0,25
12_13_20,6225496,082341567044507202,2,0,5,0,3,6,4,5,2,4,1,6,4,1,-4,1,0,0,1,1,4,0,4,0,0,0,1
12_13_21,1891330,253164087744554452,0,0,5,0,3,5,1,0,2,4,1,5,4,2,-4,0,0,0,0,0,9,3,1,4,2,2,11
12_13_22,1891330,253164087744554452,0,0,5,0,3,5,1,0,2,4,1,5,4,2,-4,0,0,0,0,0,9,3,1,4,2,2,11
12_13_23,4747140,082371564044514232,1,0,5,0,3,6,4,10,2,4,1,6,4,1,-4,0,0,0,2,0,6,0,4,0,0,0,25
12_13_24,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
12_13_25,1828425,532601847444544242,0,0,4,0,3,6,1,0,3,4,1,4,4,1,-4,0,0,0,0,0,9,4,1,4,3,2,19
12_13_26,1827984,582761340444535545,0,0,4,0,3,3,2,10,1,4,1,4,4,1,-4,0,2,2,2,0,7,2,1,4,1,3,6
12_14_15,4745024,028671354041514033,1,0,4,0,9,7,4,3,4,2,2,5,1,3,-2,0,1,0,1,0,7,1,3,2,2,0,9
12_14_16,1891321,245863017431444741,0,0,5,0,11,8,3,6,2,3,0,5,2,2,-3,6,0,0,1,0,8,1,3,1,1,0,16
12_14_17,4683024,302581647004425532,1,0,4,0,4,6,3,2,4,3,3,5,1,3,-3,1,2,0,1,0,7,3,1,4,3,1,12
12_14_18,6692950,035268174004451571,3,2,3,0,7,4,3,0,4,2,3,4,1,3,-2,0,0,2,0,0,6,4,1,4,3,2,32
12_14_19,4564988,350862471040257074,1,0,3,0,7,4,3,2,4,2,3,4,1,3,-2,1,4,2,2,0,6,4,1,4,3,2,12
12_14_20,6678443,308572461002271075,3,2,1,0,7,6,4,0,5,3,2,3,1,4,-3,0,0,1,0,2,4,4,3,3,2,2,25
12_14_21,1584791,581620347025514541,0,0,3,0,4,8,2,0,4,5,0,3,3,4,-5,0,0,0,0,0,9,4,1,3,2,2,13
12_14_22,2004525,036582714004421544,1,0,1,0,4,3,2,1,5,3,3,3,1,4,-3,1,2,0,1,0,7,6,1,3,3,4,86
12_14_23,6693666,027351864051024211,3,2,4,0,5,7,5,0,3,4,2,5,1,2,-4,0,0,2,0,0,6,1,4,1,1,0,17
12_14_24,4691501,308521647002444541,1,0,4,0,5,4,2,0,4,3,3,5,1,3,-3,0,0,0,0,0,8,3,1,5,3,2,5
12_14_25,4683024,302581647004425532,1,0,4,0,4,6,3,2,4,3,3,5,1,3,-3,1,2,0,1,0,7,3,1,4,3,1,12
12_14_26,2004525,036582714004421544,1,0,1,0,4,3,2,1,5,3,3,3,1,4,-3,1,2,0,1,0,7,6,1,3,3,4,86
12_15_16,4736259,106487532104452356,1,0,4,0,8,5,3,6,2,2,1,5,1,1,-2,6,0,0,1,0,7,1,2,2,1,1,1
12_15_17,4566591,053281476040451050,1,0,3,0,7,4,5,8,1,2,3,4,1,0,-2,2,8,0,4,0,4,1,3,3,1,2,9
12_15_18,4288069,028764351041532030,1,0,2,0,9,6,6,8,2,1,2,3,1,1,-1,2,4,4,4,0,2,1,5,2,1,1,68
12_15_19,4288069,028764351041532030,1,0,2,0,9,6,6,8,2,1,2,3,1,1,-1,2,4,4,4,0,2,1,5,2,1,1,68
12_15_20,6693783,264803175452404550,3,2,4,0,9,4,3,0,3,2,1,5,1,2,-2,0,0,1,0,2,4,1,3,2,1,1,6
12_15_21,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
12_15_22,6689362,350872461040257450,3,2,2,0,7,3,3,0,3,1,3,3,1,2,-1,0,0,2,0,1,5,5,1,3,3,3,17
12_15_23,4745236,315846027021501051,1,0,4,0,9,7,6,12,1,2,2,5,1,0,-2,4,3,0,3,0,2,0,5,0,0,0,17
12_15_24,4735776,056234781046454050,1,0,4,0,8,4,2,5,2,2,2,5,1,1,-2,5,1,0,1,0,7,3,1,4,2,2,7
12_15_25,6695198,506134278404251570,3,3,1,0,8,5,3,2,3,1,2,3,1,2,-1,1,1,2,1,2,1,2,3,3,3,2,23
12_15_26,4409819,308526741004442550,1,0,3,0,5,2,4,9,1,2,3,4,1,0,-2,0,6,0,3,0,4,3,2,4,1,3,16
12_16_17,4712666,325874016041515030,1,0,4,0,6,5,5,10,1,2,2,5,1,0,-2,5,2,0,1,0,6,1,2,1,0,1,1
12_16_18,1891287,280753164455014701,0,0,5,0,10,8,4,12,1,4,0,5,2,1,-4,6,0,2,2,0,7,0,4,0,0,0,11
12_16_19,4745191,027138465042144000,1,0,4,0,9,7,5,15,1,3,1,5,2,0,-3,5,0,0,3,0,5,0,5,0,0,0,5
12_16_20,4754694,201854736454431051,1,0,5,0,9,8,4,6,1,4,0,5,2,1,-4,6,0,1,1,1,7,0,4,0,0,0,5
12_16_21,1896406,201854736454434051,0,0,5,0,8,6,3,7,1,4,0,5,1,1,-4,7,0,0,1,0,8,1,3,1,0,1,9
12_16_22,4735776,056234781046454050,1,0,4,0,8,4,2,5,2,2,2,5,1,1,-2,5,1,0,1,0,7,3,1,4,2,2,7
12_16_23,4745191,027138465042144000,1,0,4,0,9,7,5,15,1,3,1,5,2,0,-3,5,0,0,3,0,5,0,5,0,0,0,5
12_16_24,4735776,056234781046454050,1,0,4,0,8,4,2,5,2,2,2,5,1,1,-2,5,1,0,1,0,7,3,1,4,2,2,7
12_16_25,4735776,056234781046454050,1,0,4,0,8,4,2,5,2,2,2,5,1,1,-2,5,1,0,1,0,7,3,1,4,2,2,7
12_16_26,4735776,056234781046454050,1,0,4,0,8,4,2,5,2,2,2,5,1,1,-2,5,1,0,1,0,7,3,1,4,2,2,7
12_17_18,3857604,352180467045210017,1,0,2,0,6,5,5,4,2,3,3,3,2,1,-3,0,8,4,4,0,4,2,4,3,2,2,32
12_17_19,4566591,053281476040451050,1,0,3,0,7,4,5,8,1,2,3,4,1,0,-2,2,8,0,4,0,4,1,3,3,1,2,9
12_17_20,6209635,508326714404040753,2,0,4,0,5,3,4,4,2,3,3,5,1,1,-3,0,4,0,1,1,4,1,2,3,1,2,2
12_17_21,4748866,356024871046041514,1,0,5,0,5,5,3,3,3,3,3,6,2,1,-3,3,2,0,1,0,7,2,1,3,2,1,5
12_17_22,4564988,350862471040257074,1,0,3,0,7,4,3,2,4,2,3,4,1,3,-2,1,4,2,2,0,6,4,1,4,3,2,12
12_17_23,4685778,531026874402040510,1,0,4,0,4,6,5,9,1,3,3,5,1,0,-3,0,6,0,3,0,5,1,4,2,1,1,23
12_17_24,4691216,537208164404704771,1,0,4,0,5,3,3,4,3,3,3,5,1,2,-3,1,4,2,2,0,5,1,1,4,2,2,7
12_17_25,4683024,302581647004425532,1,0,4,0,4,6,3,2,4,3,3,5,1,3,-3,1,2,0,1,0,7,3,1,4,3,1,12
12_17_26,4409819,308526741004442550,1,0,3,0,5,2,4,9,1,2,3,4,1,0,-2,0,6,0,3,0,4,3,2,4,1,3,16
12_18_19,4288069,028764351041532030,1,0,2,0,9,6,6,8,2,1,2,3,1,1,-1,2,4,4,4,0,2,1,5,2,1,1,68
